COMID,REGIONID,WETTED_WIDTH_M
1711478,Region01,21.76
1713034,Region01,5.22
1713466,Region01,4.95
1711436,Region01,2.72
1712796,Region01,6.87
1711120,Region01,7.88
1711808,Region01,0
1712900,Region01,26.24
1712924,Region01,26.84
1712134,Region01,8.55
1712138,Region01,9.08
1712112,Region01,4.06
1712316,Region01,0
1711172,Region01,6.58
1711472,Region01,7.08
1712198,Region01,3.51
1711892,Region01,0
1711476,Region01,10.05
1710930,Region01,6.56
1710934,Region01,15.04
1713492,Region01,0
1713140,Region01,5.96
1711148,Region01,50.81
1710982,Region01,21.64
1713518,Region01,29.71
1713306,Region01,30.54
1712118,Region01,5.77
1713364,Region01,0
1712798,Region01,2.94
1713426,Region01,8.1
1713382,Region01,0
1711598,Region01,4.71
1711164,Region01,3.78
1712916,Region01,6.39
1710936,Region01,44.75
1711674,Region01,0
1711006,Region01,49.37
1710968,Region01,6.44
1712882,Region01,56.51
1711026,Region01,10.96
1711746,Region01,50.73
1712986,Region01,33.42
1712988,Region01,31.11
1713002,Region01,31.46
1713396,Region01,31.66
1713392,Region01,31.68
1711030,Region01,27.7
1711062,Region01,30.43
1711582,Region01,0
1711462,Region01,14.93
1711036,Region01,4.13
1711498,Region01,4.81
1713458,Region01,7.41
1713100,Region01,5.68
1711016,Region01,49.55
1711504,Region01,50.54
1711704,Region01,50.91
1711180,Region01,3.23
1710954,Region01,11.54
1711434,Region01,5.77
1711682,Region01,0
1711122,Region01,8.4
1711844,Region01,0
1713528,Region01,3.8
1712942,Region01,3.64
1711182,Region01,6.48
1711792,Region01,0
1711276,Region01,3.46
1713158,Region01,6.36
1711186,Region01,6.86
1713156,Region01,5.39
1712262,Region01,5.64
1711176,Region01,6.55
1712304,Region01,5.87
1711106,Region01,28.01
1712810,Region01,6.54
1711886,Region01,0
1713148,Region01,4.71
1711076,Region01,50.91
1713200,Region01,5.19
1711004,Region01,10.14
1712782,Region01,3.12
1710958,Region01,20.14
1711196,Region01,3.67
1713460,Region01,3.46
1712784,Region01,6.41
1712788,Region01,6.11
1712318,Region01,0
1712124,Region01,6.93
1711272,Region01,3.11
1713032,Region01,9.81
1711882,Region01,0
1711200,Region01,4.77
1712868,Region01,4.83
1711666,Region01,0
1713406,Region01,0
1711770,Region01,51.73
1712136,Region01,6.64
1711474,Region01,5.3
1712996,Region01,3.87
1711870,Region01,0
1711152,Region01,5.2
1711132,Region01,5.18
1712400,Region01,0
1712132,Region01,3.99
1712126,Region01,3.29
1712402,Region01,0
1711086,Region01,5.61
1712998,Region01,3.69
1711858,Region01,0
1710992,Region01,3.83
1711852,Region01,0
1711512,Region01,3.65
1711810,Region01,0
1711656,Region01,0
1711516,Region01,3.4
1711854,Region01,0
1711072,Region01,4.13
1711866,Region01,0
1711096,Region01,3.64
1712140,Region01,5.34
1712152,Region01,3.47
1712150,Region01,4.84
1712166,Region01,5.71
1712186,Region01,3.06
1712298,Region01,4.15
1711136,Region01,3.36
1711166,Region01,3.73
1712872,Region01,4.6
1712912,Region01,3.67
1711864,Region01,0
1711468,Region01,3.49
1710882,Region01,4.43
1711432,Region01,5.22
1711070,Region01,4.6
1711684,Region01,0
1711100,Region01,5.15
1712308,Region01,4.91
1712306,Region01,4.47
1712430,Region01,0
1712248,Region01,4.29
1711816,Region01,0
1711526,Region01,4.84
1711268,Region01,3.51
1713486,Region01,0
1712902,Region01,0
1711706,Region01,3.95
1711206,Region01,3.23
1711776,Region01,3.2
1712980,Region01,3.5
1710878,Region01,5.7
1711506,Region01,4.13
1711520,Region01,3.42
1712258,Region01,5.47
1712226,Region01,4.29
1712232,Region01,4.02
1712228,Region01,5.25
1712820,Region01,0
1713498,Region01,0
1712958,Region01,3.41
1712880,Region01,2.97
1712940,Region01,2.69
1711084,Region01,3.24
1711114,Region01,3.57
1711110,Region01,3.91
1711738,Region01,0
1711060,Region01,10.04
1710998,Region01,3.27
1711846,Region01,0
1711502,Region01,4.22
1711826,Region01,0
1710944,Region01,3.58
1711606,Region01,0
1712342,Region01,0
1712206,Region01,5.21
1712210,Region01,5.28
1712410,Region01,0
1712192,Region01,5.08
1711138,Region01,3.24
718404,Region01,7.37
1713496,Region01,0
1711722,Region01,3.63
1711118,Region01,5.37
1711726,Region01,5.35
1711530,Region01,5.71
1712930,Region01,3.62
1713376,Region01,0
1710940,Region01,5.14
1710932,Region01,3.16
1710898,Region01,2.88
1710902,Region01,2.54
1712328,Region01,0
1712194,Region01,5.39
1711440,Region01,4.19
1711600,Region01,0
1710906,Region01,5.23
1712790,Region01,3.46
1711154,Region01,4.64
1712852,Region01,3.1
1712878,Region01,5.36
1711872,Region01,0
1711524,Region01,5.71
1711784,Region01,3.21
1711252,Region01,3.19
1710864,Region01,6.13
718954,Region01,6.35
1710912,Region01,5.4
1711594,Region01,0
1710960,Region01,5.01
1711838,Region01,0
1710964,Region01,3.3
1711850,Region01,0
1713480,Region01,0
1711426,Region01,5.2
1711266,Region01,3.16
1712906,Region01,2.73
1712914,Region01,3.07
1712904,Region01,2.51
1712908,Region01,3.16
1712864,Region01,3.48
1713484,Region01,0
1710986,Region01,2.96
1712956,Region01,3.95
1710922,Region01,5.62
1711438,Region01,5.2
1711828,Region01,0
1711560,Region01,0
1711000,Region01,3.29
1711848,Region01,0
1710994,Region01,3.19
1711842,Region01,0
1713004,Region01,3.36
1712920,Region01,3.45
1713488,Region01,0
1712830,Region01,3.01
1712826,Region01,4.22
718520,Region01,7.33
1710888,Region01,3.97
1710918,Region01,3.34
1710920,Region01,5.19
1710924,Region01,6.89
1711458,Region01,7.67
1711830,Region01,0
1710988,Region01,3.74
1711856,Region01,0
1711034,Region01,3.15
1711686,Region01,0
1711024,Region01,4.46
1711168,Region01,4.69
1711730,Region01,0
1711448,Region01,2.99
1711508,Region01,5.69
1711878,Region01,0
1711532,Region01,3.6
1712794,Region01,3.75
1711420,Region01,3.5
1712946,Region01,3.28
1711460,Region01,4.48
1711466,Region01,10.14
1712222,Region01,0
1711678,Region01,0
1711002,Region01,5.79
1710980,Region01,6.02
1711042,Region01,3.39
1712842,Region01,2.81
1711254,Region01,2.99
1712832,Region01,3.1
1712838,Region01,3.87
719992,Region01,5.24
1711262,Region01,5.53
1712792,Region01,5.53
1713476,Region01,0
1711422,Region01,5.16
1711454,Region01,5.78
1712424,Region01,0
1712234,Region01,5.29
1712428,Region01,0
1711090,Region01,5.53
1711074,Region01,2.64
1711102,Region01,4.96
1711142,Region01,6.3
1713038,Region01,3.77
1711428,Region01,3.78
1711046,Region01,8.97
1710890,Region01,3.63
1712858,Region01,5.38
1713090,Region01,4.91
1711812,Region01,0
1711514,Region01,5.34
1712240,Region01,5.1
1712426,Region01,0
1712236,Region01,5.12
1712212,Region01,4.62
1712208,Region01,5.94
1712418,Region01,0
1711744,Region01,0
1711078,Region01,7.14
1711050,Region01,7.6
1711044,Region01,6.96
1711032,Region01,7.11
1711160,Region01,3.19
1711128,Region01,4.91
1712884,Region01,3.77
1711820,Region01,0
1713502,Region01,0
1713120,Region01,5.02
1713504,Region01,0
1713116,Region01,3.2
1711126,Region01,3.26
1710862,Region01,5.84
1711680,Region01,0
1712300,Region01,4.2
1712296,Region01,3.06
1711082,Region01,3.12
1711088,Region01,2.81
1711146,Region01,3.7
1711124,Region01,3.41
1712874,Region01,4.75
1711204,Region01,4.87
1711058,Region01,3.76
1712896,Region01,5.58
1713506,Region01,0
1713114,Region01,3.85
1713108,Region01,5.22
1713094,Region01,2.88
1712922,Region01,3.32
1712898,Region01,3.34
1712158,Region01,3.21
1712406,Region01,0
1711134,Region01,5.11
166421036,Region01,6.65
166421037,Region01,4.38
1711162,Region01,4.58
1710896,Region01,2.74
1713402,Region01,0
1711240,Region01,4.59
1710904,Region01,3.44
1710876,Region01,3.41
1711510,Region01,6.2
1713044,Region01,0
1713018,Region01,2.73
1713020,Region01,2.99
1711482,Region01,5.94
1710886,Region01,3.97
1712160,Region01,3.25
1712416,Region01,0
1712176,Region01,5.21
1712168,Region01,5.72
1712156,Region01,3.64
1711140,Region01,6.98
1712272,Region01,6.99
1711108,Region01,8.35
1712268,Region01,8.19
1711868,Region01,0
1710866,Region01,3.42
1710990,Region01,3.49
1712876,Region01,2.65
1713024,Region01,3.51
1713028,Region01,3.5
1713026,Region01,2.53
1713042,Region01,3.68
1712928,Region01,3.37
1711522,Region01,3.6
1712408,Region01,0
1712146,Region01,4.31
1712130,Region01,4.46
1712398,Region01,0
1712254,Region01,3.96
1712256,Region01,4.24
1712252,Region01,6.27
1711054,Region01,6.48
1711862,Region01,0
1711700,Region01,0
1710870,Region01,3.39
1712974,Region01,3.52
1713040,Region01,3.71
1712992,Region01,0
1710884,Region01,5.02
1713494,Region01,0
1710880,Region01,11.77
1712938,Region01,3.65
1712114,Region01,4.54
1712116,Region01,4.14
1712120,Region01,5.57
1711020,Region01,5.72
1711490,Region01,3.19
1711840,Region01,0
1712844,Region01,3.29
1712866,Region01,2.28
720112,Region01,0
1711430,Region01,7.46
1711424,Region01,3.54
1712926,Region01,4.4
1712944,Region01,4.25
1710978,Region01,3.37
717890,Region01,4.77
719352,Region01,0
719350,Region01,0
719346,Region01,0
720136,Region01,0
720138,Region01,0
720178,Region01,7.86
720084,Region01,0
720114,Region01,0
718008,Region01,0
718014,Region01,2.56
717920,Region01,3.59
719400,Region01,0
717958,Region01,7.66
718400,Region01,4.87
719344,Region01,0
719342,Region01,0
719340,Region01,0
719336,Region01,0
719334,Region01,0
720026,Region01,9.33
1712320,Region01,0
1712324,Region01,0
719216,Region01,63.8
719224,Region01,63.8
718094,Region01,10.35
719390,Region01,0
720122,Region01,0
719268,Region01,0
719254,Region01,0
717986,Region01,2.77
718000,Region01,3.3
718164,Region01,4.78
720172,Region01,0
720192,Region01,0
720162,Region01,0
719318,Region01,0
719464,Region01,2.41
720024,Region01,10.37
718656,Region01,5.52
718962,Region01,2.99
719366,Region01,0
720190,Region01,0
717968,Region01,0
720140,Region01,0
719252,Region01,0
719412,Region01,0
719088,Region01,5.68
719358,Region01,0
719362,Region01,0
717896,Region01,3.49
719316,Region01,0
719302,Region01,0
719194,Region01,61.13
719184,Region01,63.46
718166,Region01,5.19
718154,Region01,3.59
719364,Region01,0
719292,Region01,0
720106,Region01,0
719064,Region01,0
720174,Region01,0
718786,Region01,4.89
719108,Region01,6.24
718034,Region01,5.42
719120,Region01,3.62
718788,Region01,3.73
719300,Region01,0
719298,Region01,0
719296,Region01,0
719288,Region01,0
719286,Region01,0
718848,Region01,2.91
718170,Region01,0
719042,Region01,70.32
719026,Region01,10.35
718966,Region01,2.13
720116,Region01,0
720080,Region01,0
717390,Region01,0
718006,Region01,3.01
718080,Region01,2.93
718066,Region01,4.32
718074,Region01,0
718098,Region01,4.01
719256,Region01,0
718956,Region01,5.74
719284,Region01,0
719282,Region01,0
719270,Region01,0
719264,Region01,0
717436,Region01,2.21
718860,Region01,3.55
717864,Region01,0
717030,Region01,0
717024,Region01,3.94
719382,Region01,0
719388,Region01,0
717380,Region01,2.95
717982,Region01,2.36
718168,Region01,3.75
719186,Region01,0
718162,Region01,0
719154,Region01,3.19
718850,Region01,2.96
719262,Region01,0
720182,Region01,0
717026,Region01,0
717016,Region01,5.39
717020,Region01,5.74
717012,Region01,0
719304,Region01,0
720104,Region01,0
717956,Region01,0
718038,Region01,0
719266,Region01,0
718142,Region01,3.17
718106,Region01,3.23
719004,Region01,4.78
718122,Region01,4.21
717876,Region01,2.7
717894,Region01,3.8
719306,Region01,0
719260,Region01,0
719250,Region01,0
717014,Region01,0
717056,Region01,0
717054,Region01,4.05
717008,Region01,5.2
720078,Region01,0
719290,Region01,0
720142,Region01,0
718018,Region01,3.53
719148,Region01,0
718150,Region01,0
717904,Region01,4.96
717988,Region01,7.11
719246,Region01,0
719242,Region01,0
719238,Region01,0
719236,Region01,0
719234,Region01,0
717010,Region01,0
717018,Region01,0
717022,Region01,7.83
717062,Region01,8
717080,Region01,10.41
719386,Region01,0
720110,Region01,0
719276,Region01,0
719240,Region01,0
718120,Region01,0
718152,Region01,5.9
719204,Region01,7.05
718872,Region01,6.99
719274,Region01,0
720164,Region01,0
720166,Region01,0
721632,Region01,0
720146,Region01,0
719218,Region01,0
717060,Region01,9.71
718988,Region01,3.56
719294,Region01,0
721638,Region01,0
717892,Region01,0
717960,Region01,2.93
719278,Region01,0
718144,Region01,3.91
718158,Region01,3.39
718208,Region01,0
717354,Region01,4.87
721630,Region01,0
719460,Region01,0
719198,Region01,0
717032,Region01,0
717862,Region01,0
720094,Region01,0
720098,Region01,0
718030,Region01,4.65
718022,Region01,3.13
718282,Region01,3.3
719436,Region01,0
718922,Region01,3.26
720148,Region01,0
717868,Region01,0
719180,Region01,0
719176,Region01,0
719160,Region01,0
719158,Region01,0
719156,Region01,0
719152,Region01,0
717870,Region01,0
717880,Region01,2.55
717878,Region01,0
719000,Region01,4.27
717882,Region01,4.24
719394,Region01,0
720074,Region01,0
719244,Region01,0
719280,Region01,0
719440,Region01,0
718376,Region01,0
718396,Region01,0
718428,Region01,0
719356,Region01,0
720170,Region01,0
717058,Region01,4.38
719150,Region01,0
719146,Region01,0
719016,Region01,4.24
717910,Region01,0
717926,Region01,0
719030,Region01,0
719470,Region01,0
719384,Region01,0
717980,Region01,3.9
720150,Region01,0
718586,Region01,4.95
718572,Region01,3.05
718562,Region01,2.99
718654,Region01,0
719144,Region01,0
719028,Region01,0
717902,Region01,0
717886,Region01,2.56
718770,Region01,5.31
720126,Region01,0
720096,Region01,0
717898,Region01,0
719044,Region01,8.34
718590,Region01,5.27
718618,Region01,0
719918,Region01,3.88
718640,Region01,4.37
719456,Region01,0
717066,Region01,0
719248,Region01,0
718388,Region01,2.71
720186,Region01,0
720184,Region01,0
719170,Region01,63.46
719468,Region01,50.33
717940,Region01,3.06
719404,Region01,0
718772,Region01,6.18
718764,Region01,3.25
720072,Region01,0
720086,Region01,0
717400,Region01,3.33
717404,Region01,0
719228,Region01,0
718480,Region01,0
718448,Region01,3.08
718930,Region01,4.99
718636,Region01,3.64
717074,Region01,4.37
719466,Region01,46.02
718634,Region01,3.42
718864,Region01,2.74
717068,Region01,4.57
719396,Region01,0
717872,Region01,0
718768,Region01,2.28
717908,Region01,0
720188,Region01,0
719392,Region01,0
719272,Region01,0
717984,Region01,0
718326,Region01,3.45
718348,Region01,0
718342,Region01,0
719430,Region01,0
718898,Region01,0
717866,Region01,2.42
717430,Region01,3.06
720028,Region01,7.95
719406,Region01,0
717966,Region01,5.33
719220,Region01,0
720128,Region01,0
719368,Region01,0
720108,Region01,0
719398,Region01,0
718784,Region01,6.53
717946,Region01,5.36
721618,Region01,4.4
719222,Region01,0
719374,Region01,0
719326,Region01,0
1712260,Region01,4.21
1712982,Region01,5.9
1712314,Region01,8.28
1713194,Region01,3.28
1713446,Region01,5.78
1713324,Region01,5.72
1711616,Region01,0
1711628,Region01,0
724194,Region01,12.24
724200,Region01,5.87
724610,Region01,5.81
724350,Region01,6.01
719338,Region01,0
719370,Region01,0
1711896,Region01,52.51
1713342,Region01,54.15
1712344,Region01,0
1712346,Region01,0
1712338,Region01,0
1713170,Region01,5.36
1713142,Region01,6.16
1712354,Region01,0
1712356,Region01,0
1713122,Region01,4.55
1713130,Region01,3.8
1711578,Region01,0
1711734,Region01,0
724530,Region01,5.34
724152,Region01,13.23
724354,Region01,8.8
724344,Region01,8.88
719312,Region01,0
719328,Region01,0
1713340,Region01,55.51
1713430,Region01,0
719308,Region01,0
1713106,Region01,4.88
1713478,Region01,0
1712934,Region01,4.41
1713112,Region01,4.49
1711692,Region01,0
1711590,Region01,0
724700,Region01,60.78
724712,Region01,60.96
720088,Region01,0
724312,Region01,3.58
724936,Region01,0
1712310,Region01,6.54
1713520,Region01,2.96
1712372,Region01,0
1713338,Region01,54.14
1711790,Region01,53.24
1713110,Region01,3.45
1713320,Region01,4.9
1713138,Region01,2.43
1713162,Region01,3.11
1713302,Region01,2.85
1711626,Region01,0
1711668,Region01,0
717542,Region01,0
1712332,Region01,0
724586,Region01,4.99
724304,Region01,5.38
724298,Region01,5.68
1712358,Region01,0
720124,Region01,0
717540,Region01,0
1712812,Region01,55.56
1712802,Region01,55.51
1713368,Region01,56.58
1713360,Region01,56.52
1712994,Region01,55.14
1713178,Region01,3.88
1713006,Region01,0
1713014,Region01,0
3335,Region01,8.08
2763,Region01,7.47
1711732,Region01,0
1711614,Region01,0
1712364,Region01,0
724184,Region01,13.19
724294,Region01,5.73
724310,Region01,5.95
724332,Region01,6.43
724340,Region01,7.06
1712394,Region01,0
1711646,Region01,0
1712972,Region01,55.07
1713366,Region01,29.73
1715114,Region01,31.75
1713516,Region01,29.09
1712370,Region01,0
1712366,Region01,0
1713062,Region01,20.07
1713008,Region01,3.07
1713016,Region01,22.23
1711588,Region01,0
1711612,Region01,0
724512,Region01,4.75
724146,Region01,15.16
724358,Region01,11.27
725224,Region01,13.13
724382,Region01,12.75
724364,Region01,52.25
720092,Region01,0
1712990,Region01,6.33
1713362,Region01,30.19
1713054,Region01,19.48
1713056,Region01,22.23
1713068,Region01,22.45
1713310,Region01,0
1711754,Region01,0
1711640,Region01,0
724946,Region01,61.05
1712330,Region01,0
717538,Region01,0
724592,Region01,3.65
724602,Region01,3.62
724606,Region01,5.59
724362,Region01,50.72
1712386,Region01,0
1712326,Region01,0
1712976,Region01,29.19
1711786,Region01,53.2
1711782,Region01,54.93
1713012,Region01,0
1713046,Region01,0
1713050,Region01,0
1713022,Region01,3.73
1711610,Region01,0
1711624,Region01,0
719322,Region01,0
717534,Region01,0
724620,Region01,51.97
724342,Region01,51.99
1711644,Region01,0
717536,Region01,0
1711780,Region01,53.4
1711778,Region01,53.1
1711242,Region01,54.93
1713424,Region01,67.76
1713420,Region01,68.19
1713096,Region01,3.65
1713048,Region01,4.49
1713060,Region01,20.07
1713066,Region01,0
1713386,Region01,22.48
1711604,Region01,0
1711714,Region01,0
724142,Region01,15.9
1712376,Region01,0
724604,Region01,52.76
724336,Region01,53.62
724160,Region01,61.94
724736,Region01,61.98
719324,Region01,0
1712348,Region01,0
1712352,Region01,0
1713416,Region01,68.17
1713086,Region01,21.26
1712856,Region01,3.13
1711874,Region01,0
1711260,Region01,3.62
1711752,Region01,0
1711586,Region01,0
724696,Region01,60.97
724128,Region01,4.96
719320,Region01,0
1712360,Region01,0
1712362,Region01,0
724742,Region01,61.89
719314,Region01,0
1713434,Region01,0
1712806,Region01,4.17
1711860,Region01,0
1711112,Region01,3.57
1711064,Region01,4.58
1711620,Region01,0
1711634,Region01,0
719332,Region01,0
717544,Region01,0
724730,Region01,61.95
1712378,Region01,0
1712396,Region01,0
720118,Region01,0
1712380,Region01,0
1713432,Region01,0
1713088,Region01,3.72
1712422,Region01,0
1712438,Region01,5.84
1711480,Region01,4.21
1712336,Region01,0
1711444,Region01,4.91
1711824,Region01,0
1710916,Region01,3.23
1711584,Region01,0
1711608,Region01,0
1712388,Region01,0
719310,Region01,0
724156,Region01,61.89
724932,Region01,0
724282,Region01,5.26
1715108,Region01,4.21
1711654,Region01,0
166421035,Region01,0
1712188,Region01,6.98
1712184,Region01,5.58
166421034,Region01,0
1710874,Region01,3.29
1710942,Region01,3.18
1711832,Region01,0
1711696,Region01,0
1712374,Region01,0
724728,Region01,16.68
724204,Region01,5.97
724308,Region01,5.12
724846,Region01,0
724266,Region01,5.05
1712350,Region01,0
1711888,Region01,5.41
1710972,Region01,3.58
1711834,Region01,0
1711488,Region01,5.33
1710962,Region01,4.5
1711750,Region01,0
1711632,Region01,0
719378,Region01,0
719330,Region01,0
1712436,Region01,0
724246,Region01,5.06
724244,Region01,7.27
724242,Region01,8.8
724240,Region01,8.93
719372,Region01,0
720120,Region01,0
1711492,Region01,5.4
1713080,Region01,3.67
1713308,Region01,3.42
1712414,Region01,0
1712178,Region01,3.57
725272,Region01,10.3
725838,Region01,10.66
725346,Region01,21.54
725320,Region01,20.36
1711740,Region01,0
1711618,Region01,0
724176,Region01,13.32
